id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Item_Enemy_79,Cuerno de bokoblin negro,Black Bokoblin Horn,Corne de Bokoblin noir,블랙 보코블린의 뿔,黒ボコブリンの角,Рог черного бокоблина,Zwarte-Bokoblin-hoorn,Corno di boblin nero,Schwarzer-Bokblin-Horn,黑色波克布林的犄角,黑色波克布林的犄角,Corne de Bokoblin noir,Cuerno de bokoblin negro,Black Bokoblin Horn
Item_Enemy_80,Cuerno de bokoblin plateado,Silver Bokoblin Horn,Corne de Bokoblin d'argent,실버 보코블린의 뿔,白銀ボコブリンの角,Рог серебряного бокоблина,Zilveren-Bokoblin-hoorn,Corno di boblin d'argento,Silberner-Bokblin-Horn,白银波克布林的犄角,白銀波克布林的犄角,Corne de Bokoblin d'argent,Cuerno de bokoblin plateado,Silver Bokoblin Horn
Item_Enemy_89,Cuerno de moblin,Moblin Horn,Corne de Moblin,모리블린의 뿔,モリブリンの角,Рог моблина,Moblin-hoorn,Corno di grublin,Moblin-Horn,莫力布林的犄角,莫力布林的犄角,Corne de Moblin,Cuerno de moblin,Moblin Horn
Item_Enemy_90,Cuerno de moblin azul,Blue Moblin Horn,Corne de Moblin bleu,블루 모리블린의 뿔,青モリブリンの角,Рог синего моблина,Blauwe-Moblin-hoorn,Corno di grublin blu,Blauer-Moblin-Horn,蓝色莫力布林的犄角,藍色莫力布林的犄角,Corne de Moblin bleu,Cuerno de moblin azul,Blue Moblin Horn
Item_Enemy_91,Cuerno de moblin negro,Black Moblin Horn,Corne de Moblin noir,블랙 모리블린의 뿔,黒モリブリンの角,Рог черного моблина,Zwarte-Moblin-hoorn,Corno di grublin nero,Schwarzer-Moblin-Horn,黑色莫力布林的犄角,黑色莫力布林的犄角,Corne de Moblin noir,Cuerno de moblin negro,Black Moblin Horn
Item_Enemy_92,Cuerno de moblin plateado,Silver Moblin Horn,Corne de Moblin d'argent,실버 모리블린의 뿔,白銀モリブリンの角,Рог серебряного моблина,Zilveren-Moblin-hoorn,Corno di grublin d'argento,Silberner-Moblin-Horn,白银莫力布林的犄角,白銀莫力布林的犄角,Corne de Moblin d'argent,Cuerno de moblin plateado,Silver Moblin Horn
Item_FishGet_A,Lubina de Hyrule,Hyrule Bass,Perche d'Hyrule,하이랄배스,ハイラルバス,Хайрульский окунь,Hyrule-baars,Aspio Hyrule,Hyrulebarsch,海拉鲁鲈鱼,海拉魯鱸魚,Perche d'Hyrule,Lubina de Hyrule,Hyrule Bass
Item_FishGet_AA,Arowana arcaico,Ancient Arowana,Arowana ancien,고대아로와나,ムカシアロワナ,Древняя аравана,Eeuwenoude arowana,Antico arowana,Uralter Arowana,远昔骨舌鱼,遠昔骨舌魚,Arowana ancien,Arowana arcaico,Ancient Arowana
Item_FishGet_AC,Pez cavernario luminoso,Glowing Cave Fish,Troglodus lumos,조명동굴어,アカリホラウオ,Пещерный вспышник,Glimgrotvis,Cavernario luminoso,Leucht-Höhlenfisch,光亮霍拉鱼,光亮霍拉魚,Troglodus lumos,Pez cavernario luminoso,Glowing Cave Fish
Item_FishGet_B,Lubina longeva,Hearty Bass,Perche max,맥스배스,マックスバス,Чудо-окунь,Hartenbaars,Aspio vivax,Maxi-Barsch,生命鲈鱼,生命鱸魚,Perche max,Lubina vivaz,Hearty Bass
Item_FishGet_C,Trucha nevada,Chillfin Trout,Truite glagla,썰렁송어,ヒンヤリマス,Морозная форель,IJsforel,Trota gelida,Frostforelle,冰冷鳟鱼,冰冷鱒魚,Truite glagla,Trucha gélida,Chillfin Trout
Item_FishGet_D,Trucha contracorriente,Voltfin Trout,Truite volt,찌릿찌릿송어,ビリビリマス,Грозовая форель,Schokforel,Trota scossa,Zitterforelle,酥麻鳟鱼,酥麻鱒魚,Truite volt,Trucha electro,Voltfin Trout
Item_FishGet_E,Carpa alfa,Mighty Carp,Carpe lame,칼날잉어,ツルギゴイ,Клинковый сазан,Steekkarper,Carpa spada,Schwertkarpfen,大剑鲤鱼,大劍鯉魚,Carpe lame,Carpa recia,Mighty Carp
Item_FishGet_F,Besugo guerrero,Mighty Porgy,Daurade lame,칼날도미,ツルギダイ,Клинковый пагр,Zwaardsnapper,Orata spada,Schwertschnapper,大剑鲷鱼,大劍鯛魚,Daurade lame,Dorada recia,Mighty Porgy
Item_FishGet_G,Besugo óseo,Armored Porgy,Daurade armo,갑옷도미,ヨロイダイ,Латный пагр,Schildsnapper,Orata corazzata,Rüstungsschnapper,铠甲鲷鱼,鎧甲鯛魚,Daurade armo,Dorada robusta,Armored Porgy
Item_FishGet_H,Carpa acorazada,Armored Carp,Carpe armo,갑옷잉어,ヨロイゴイ,Латный сазан,Schildkarper,Carpa corazzata,Rüstungskarpfen,铠甲鲤鱼,鎧甲鯉魚,Carpe armo,Carpa robusta,Armored Carp
Item_FishGet_I,Salmón ardoroso,Hearty Salmon,Saumon max,맥스연어,マックスサーモン,Чудо-семга,Hartenzalm,Salmone vivax,Maxi-Lachs,生命鲑鱼,生命鮭魚,Saumon max,Salmón vivaz,Hearty Salmon
Item_FishGet_J,Trucha termal,Sizzlefin Trout,Truite piment,따끈따끈송어,ポカポカマス,Жар-форель,Warmteforel,Trota ignea,Glutforelle,暖暖鳟鱼,暖暖鱒魚,Truite piment,Trucha ígnea,Sizzlefin Trout
Item_FishGet_L,Lubina peregrina,Staminoka Bass,Perche enduro,원기배스,ガンバリバス,Бодрый окунь,Energiebaars,Aspio vigor,Ausdauerbarsch,精力鲈鱼,精力鱸魚,Perche enduro,Lubina vigorosa,Staminoka Bass
Item_FishGet_M,Caracol aguzado,Sneaky River Snail,Escargot silencio,은밀우렁이,シノビタニシ,Улитка-тихоход,Sluipslak,Lumaca silente,Schleichschnecke,潜行田螺,潛行田螺,Escargot silencio,Caracol sigiloso,Sneaky River Snail
Item_FishGet_X,Trucha sigilosa,Stealthfin Trout,Truite silencio,은밀송어,シノビマス,Тишь-форель,Schaduwforel,Trota fugace,Schleichforelle,潜行鳟鱼,潛行鱒魚,Truite silencio,Trucha sigilosa,Stealthfin Trout
Item_FishGet_Z,Carpa tricolor,Sanke Carp,Carpe tricolore,달록잉어,サンケゴイ,Карп санке,Driekleurige karper,Carpa tricolore,Dreifarb-Karpfen,三色鲤鱼,三色鯉魚,Carpe tricolore,Carpa tricolor,Sanke Carp
Item_Fruit_A,Manzana,Apple,Pomme,사과,リンゴ,Яблоко,Appel,Mela,Apfel,苹果,蘋果,Pomme,Manzana,Apple
Item_Fruit_B,Frambuesa,Wildberry,Baie,딸기,イチゴ,Малина,Bes,Lampone,Wildbeere,草莓,草莓,Baie,Frambuesa,Wildberry
Item_Fruit_C,Fruta aislante,Voltfruit,Fruit volt,찌릿찌릿프루트,ビリビリフルーツ,Грозалис,Schokvrucht,Frutto shock,Zitterfrucht,酥麻水果,酥麻水果,Fruit volt,Fruta electro,Voltfruit
Item_Fruit_E,Loto vaivén,Fleet-Lotus Seeds,Fruit de lotus tempo,고고연꽃 열매,ゴーゴーハスの実,Прыть-лотос,Looplotus,Slancioloto,Spurtlotos,速速莲蓬,速速蓮蓬,Fruit de lotus tempo,Semilla de loto rauda,Fleet-Lotus Seeds
Item_Fruit_F,Sandía del oasis,Hydromelon,Melon glagla,썰렁멜론,ヒンヤリメロン,Морозный арбуз,Watermeloen,Melone fresco,Frostmelone,冰冷蜜瓜,冰冷蜜瓜,Melon glagla,Sandía gélida,Hydromelon
Item_Fruit_G,Coco,Palm Fruit,Noix de coco,야자열매,ヤシの実,Кокос,Kokosnoot,Noce di palma,Palmfrucht,椰子,椰子,Noix de coco,Coco,Palm Fruit
Item_Fruit_H,Plátanos bélicos,Mighty Bananas,Bananes lame,칼날바나나,ツルギバナナ,Клинковые бананы,Knokbananen,Bananalame,Schwertbanane,大剑香蕉,大劍香蕉,Bananes lame,Plátanos recios,Mighty Bananas
Item_Fruit_I,Chile abrasador,Spicy Pepper,Piment,따끈따끈초 열매,ポカポカ草の実,Жгучий перец,Peper,Caldoperone,Chili,暖暖草果,暖暖草果,Piment,Baya ígnea,Spicy Pepper
Item_Fruit_J,Calabaza robusta,Fortified Pumpkin,Citrouille armo,갑옷호박,ヨロイカボチャ,Латная тыква,Pantserpompoen,Corazzucca,Rüstungskürbis,铠甲南瓜,鎧甲南瓜,Citrouille armo,Calabaza robusta,Fortified Pumpkin
Item_Fruit_K,Bellota,Acorn,Gland,도토리,どんぐり,Желудь,Eikel,Ghianda,Eichel,橡子,橡子,Gland,Bellota,Acorn
Item_Fruit_L,Fruto de árbol,Chickaloo Tree Nut,Fruit d'oiseau,작은 새 나무 열매,小鳥の木の実,Птичий орех,Vogelzaad,Nocciola degli uccellini,Vogelnuss,小鸟的树果,小鳥的樹果,Fruit d'oiseau,Fruto de árbol,Chickaloo Tree Nut
Item_Fruit_M,Tomates hylianos,Hylian Tomato,Grappe de tomates d'Hyrule,하이랄토마토,ハイラルトマト,Хайрульский помидор,Hyrule-tomaten,Pomodorini di Hyrule,Hyrule-Tomate,海拉鲁番茄,海拉魯番茄,Grappe de tomates d'Hyrule,Tomates hylianos,Hylian Tomato
Item_Fruit_N,Calabaza luminosa,Sun Pumpkin,Citrouille radieuse,해품이호박,ヒダマリカボチャ,Солнечная тыква,Zonpompoen,Eliozucca,Sonnenkürbis,向阳南瓜,向陽南瓜,Citrouille radieuse,Calabaza luminosa,Sun Pumpkin
Item_Fruit_P,Manzana dorada,Golden Apple,Pomme d'or,황금 사과,金のリンゴ,Золотое яблоко,Gouden appel,Mela dorata,Goldapfel,金苹果,金蘋果,Pomme d'or,Manzana dorada,Golden Apple
Item_InsectGet_K,Cangrejo tenaz,Razorclaw Crab,Crabe lame,칼날게,ツルギガニ,Клинковый краб,Wapenkrab,Granchio spadaccino,Schwertkrabbe,大剑螃蟹,大劍螃蟹,Crabe lame,Cangrejo recio,Razorclaw Crab
Item_InsectGet_O,Cangrejo roqueño,Ironshell Crab,Crabe armo,갑옷게,ヨロイガニ,Латный краб,Pantserkrab,Granchio corazzato,Rüstungskrabbe,铠甲螃蟹,鎧甲螃蟹,Crabe armo,Cangrejo robusto,Ironshell Crab
Item_InsectGet_Z,Cangrejo inquieto,Bright-Eyed Crab,Crabe enduro,원기게,ガンバリガニ,Бодрый краб,Krachtkrab,Granchio podista,Ausdauerkrabbe,精力螃蟹,精力螃蟹,Crabe enduro,Cangrejo vigoroso,Bright-Eyed Crab
Item_KingScale,Escama del rey,King's Scale,Écaille royale,왕의 비늘,王のウロコ,Королевская чешуйка,Koningsschub,Squama del re,Königsschuppe,王的鳞片,王的鱗片,Écaille royale,Escama del rey,King's Scale
Item_Material_01,Azúcar de caña,Cane Sugar,Canne à sucre,사탕수수,きび砂糖,Сахарный тростник,Rietsuiker,Canna da zucchero,Rohrzucker,蔗糖,蔗糖,Canne à sucre,Caña de azúcar,Cane Sugar
Item_Material_02,Especias goron,Goron Spice,Flacon d'épices Gorons,고론의 향신료,ゴロンの香辛粉,Приправа горонов,Goron-saus,Spezie Goron,Goronengewürz,鼓隆的调味粉,鼓隆的調味粉,Flacon d'épices gorons,Especias goron,Goron Spice
Item_Material_03,Arroz de Hyrule,Hylian Rice,Boisseau de riz,하이랄 쌀,ハイラル米,Хайрульский рис,Hyrule-rijst,Riso di Hyrule,Hyrule-Reis,海拉鲁米,海拉魯米,Boisseau de riz,Arroz de Hyrule,Hylian Rice
Item_Material_04,Huevo,Bird Egg,Œuf de volatile,새의 알,トリのタマゴ,Яйцо,Ei,Uovo,Ei,禽蛋,禽蛋,Œuf de volatile,Huevo de ave,Bird Egg
Item_Material_05,Leche fresca,Fresh Milk,Bouteille de lait frais,신선 우유,フレッシュミルク,Молоко,Melk,Latte fresco,Milch,鲜奶,鮮奶,Bouteille de lait frais,Leche fresca,Fresh Milk
Item_Material_06,Mantequilla de cabra,Goat Butter,Motte de beurre,염소 버터,ヤギのバター,Козье масло,Geitenboter,Burro di capra,Ziegenbutter,山羊黄油,山羊奶油,Motte de beurre,Manteca de cabra,Goat Butter
Item_Material_07,Trigo de Tabanta,Tabantha Wheat,Boisseau de blé,타반타 밀,タバンタ小麦,Табантская пшеница,Tabantha-tarwe,Grano di Colbacco,Tabanta-Weizen,塔邦挞小麦,塔邦撻小麥,Boisseau de blé,Trigo de Tabanta,Tabantha Wheat
Item_Material_08,Esencia de monstruo,Monster Extract,Extrait de monstre,몬스터엑기스,マモノエキス,Экстракт монстра,Monsterextract,Essenza di mostro,Monster-Essenz,怪物精华,怪物精華,Extrait de monstre,Esencia de monstruo,Monster Extract
Item_Material_09,Jarra de aceite,Oil Jar,Bouteille d'huile,기름병,油ツボ,Бутылка масла,Flesje olie,Bottiglia d'olio,Ölflasche,油壶,油壺,Bouteille d'huile,Tarro de aceite,Oil Jar
Item_Material_10,Queso de Hatelia,Hateno Cheese,Fromage d'Elimith,하테노 치즈,ハテノチーズ,Хатенский сыр,Hateno-kaas,Formaggio di Finterra,Hateno-Käse,哈特诺起司,哈特諾起司,Fromage d'Elimith,Queso de Hatelia,Hateno Cheese
Item_Material_11,Materia tenebrosa,Dark Clump,Amas de ténèbres,어둠 덩어리,闇の塊,Сгусток тьмы,Duister fragment,Grumo di oscurità,Finsterklumpen,暗之块,闇之塊,Amas de ténèbres,Materia tenebrosa,Dark Clump
Item_Meat_01,Filete,Raw Meat,Viande,짐승 고기,ケモノ肉,Сырое филе,Wild,Carne,Wild,兽肉,獸肉,Venaison,Carne de caza,Raw Meat
Item_Meat_02,Lomo,Raw Prime Meat,Viande fine,상급 짐승 고기,上ケモノ肉,Сырой огузок,Wild XL,Carne XL,Edelwild,高级兽肉,高級獸肉,Venaison fine,Carne de caza XL,Raw Prime Meat
Item_Meat_06,Jamoncito de ave,Raw Bird Drumstick,Viande de volaille,새 고기,トリ肉,Сырая ножка,Gevogelte,Pollame,Geflügel,禽肉,禽肉,Viande de volaille,Carne de ave,Raw Bird Drumstick
Item_Meat_07,Pierna de ave,Raw Bird Thigh,Viande de volaille fine,상급 새 고기,上トリ肉,Сырой окорок,Gevogelte XL,Pollame XL,Edelgeflügel,高级禽肉,高級禽肉,Viande de volaille fine,Carne de ave XL,Raw Bird Thigh
Item_Meat_11,Pierna,Raw Gourmet Meat,Viande divine,특급 짐승 고기,極上ケモノ肉,Сырая рулька,Wild XXL,Carne XXL,Luxuswild,顶级兽肉,頂級獸肉,Venaison divine,Carne de caza XXL,Raw Gourmet Meat
Item_Meat_12,Ave entera,Raw Whole Bird,Volaille divine,특급 새 고기,極上トリ肉,Сырая тушка,Gevogelte XXL,Pollame XXL,Luxusgeflügel,顶级禽肉,頂級禽肉,Volaille divine,Carne de ave XXL,Raw Whole Bird
Item_MushroomGet_D,Hongo vertiginoso,Rushroom,Champi tempo,고고버섯,ゴーゴーダケ,Прытковик,Sprintzwam,Scattola,Spurtling,速速蘑菇,速速蘑菇,Champi tempo,Seta rauda,Rushroom
Item_MushroomGet_K,Hongo luminoso,Brightcap,Champi lumos,조명버섯,アカリダケ,Подсветиновик,Glimzwam,Lucentino,Leuchtpilz,光亮蘑菇,光亮蘑菇,Champi lumos,Seta luminosa,Brightcap
Item_Mushroom_A,Hongo perenne,Stamella Shroom,Champi enduro,원기버섯,ガンバリダケ,Бодренок,Pepzwam,Vigorino,Ausdauerling,精力蘑菇,精力蘑菇,Champi enduro,Seta vigorosa,Stamella Shroom
Item_Mushroom_B,Hongo gélido,Chillshroom,Champi glagla,썰렁버섯,ヒンヤリダケ,Подморозовик,Koelzwam,Ghiaccino,Frostling,冰冷蘑菇,冰冷蘑菇,Champi glagla,Seta gélida,Chillshroom
Item_Mushroom_C,Hongo solar,Sunshroom,Champi piment,따끈따끈버섯,ポカポカダケ,Жаромор,Hittezwam,Caldoncello,Glutling,暖暖蘑菇,暖暖蘑菇,Champi piment,Seta ígnea,Sunshroom
Item_Mushroom_E,Hongo de Hyrule,Hylian Shroom,Champi d'Hyrule,하이랄버섯,ハイラルダケ,Хайруловик,Hyrule-zwam,Hyrulino,Hyrule-Pilz,海拉鲁蘑菇,海拉魯蘑菇,Champi d'Hyrule,Seta de Hyrule,Hylian Shroom
Item_Mushroom_F,Trufa centenaria,Hearty Truffle,Truffe max,맥스트러플,マックストリュフ,Чудо-трюфель,Harttruffel,Cuortufo nero,Maxi-Trüffel,生命松露,生命松露,Truffe max,Trufa vivaz,Hearty Truffle
Item_Mushroom_H,Hongo vatio,Zapshroom,Champi volt,찌릿찌릿버섯,ビリビリダケ,Грозовик,Schokzwam,Fulminaccio,Zitterling,酥麻蘑菇,酥麻蘑菇,Champi volt,Seta electro,Zapshroom
Item_Mushroom_J,Hongo acechador,Silent Shroom,Champi silencio,은밀버섯,シノビダケ,Скрытоежка,Sluipzwam,Furtivolo,Schleichling,潜行蘑菇,潛行蘑菇,Champi silencio,Seta sigilosa,Silent Shroom
Item_Mushroom_L,Hongo tajado,Razorshroom,Champi lame,칼날버섯,ツルギダケ,Клинковик,Zwaardzwam,Spadarolo,Schwertling,大剑蘑菇,大劍蘑菇,Champi lame,Seta recia,Razorshroom
Item_Mushroom_M,Hongo férreo,Ironshroom,Champi armo,갑옷버섯,ヨロイダケ,Латновик,Schildzwam,Chiodone,Rüstling,铠甲蘑菇,鎧甲蘑菇,Champi armo,Seta robusta,Ironshroom
Item_Mushroom_N,Trufa milenaria,Big Hearty Truffle,Grosse truffe max,큰맥스트러플,大マックストリュフ,Супертрюфель,Harttruffel XL,Cuortufo bianco,Maxi-Edeltrüffel,大生命松露,大生命松露,Grosse truffe max,Trufón vivaz,Big Hearty Truffle
Item_Mushroom_O,Hongo duradero,Endura Shroom,Champi vigueur,활력버섯,ガッツダケ,Живушка,Boostzwam,Gagliardello,Fittling,毅力蘑菇,毅力蘑菇,Champi vigueur,Seta briosa,Endura Shroom
Item_Mushroom_P,Hongo celeste,Skyshroom,Champi céleste,하늘버섯,ソラダケ,Небовичок,Hemelzwam,Celestiolo,Himmelspilz,天空蘑菇,天空蘑菇,Champi céleste,Seta celeste,Skyshroom
Item_Ore_A,Diamante,Diamond,Diamant brut,다이아몬드,ダイヤモンド,Алмаз,Diamant,Diamante,Diamant,钻石,鑽石,Diamant brut,Diamante,Diamond
Item_Ore_B,Rubí,Ruby,Rubis brut,루비,ルビー,Рубин,Robijn,Rubino,Rhodonit,红宝石,紅寶石,Rubis brut,Rubí,Ruby
Item_Ore_C,Zafiro,Sapphire,Saphir brut,사파이어,サファイア,Сапфир,Saffier,Zaffiro,Saphir,蓝宝石,藍寶石,Saphir brut,Zafiro,Sapphire
Item_Ore_D,Topacio,Topaz,Topaze brute,토파즈,トパーズ,Топаз,Topaas,Topazio,Topas,黄玉,黃玉,Topaze brute,Topacio,Topaz
Item_Ore_E,Ópalo,Opal,Opale brute,오팔,オパール,Опал,Opaal,Opale,Opal,蛋白石,蛋白石,Opale brute,Ópalo,Opal
Item_Ore_F,Ámbar,Amber,Ambre brut,호박,コハク,Янтарь,Barnsteen,Ambra,Bernstein,琥珀,琥珀,Ambre brut,Ámbar,Amber
Item_Ore_G,Gema luminosa,Luminous Stone,Gemme nox,야광석,夜光石,Фосфолит,Lichtgevende steen,Lumiserite,Leuchtstein,夜光石,夜光石,Gemme nox,Gema luminosa,Luminous Stone
Item_Ore_H,Halita,Rock Salt,Cristal de sel,암염,岩塩,Каменная соль,Zoutkristal,Salgemma,Steinsalz,岩盐,岩鹽,Cristal de sel,Halita,Rock Salt
Item_Ore_I,Pedernal,Flint,Silex,부싯돌,火打ち石,Кремень,Vuursteen,Pietra focaia,Feuerstein,打火石,打火石,Silex,Pedernal,Flint
Item_Ore_J,Fragmento de estrella,Star Fragment,Fragment d'étoile,별의 조각,星のかけら,Осколок звезды,Sterrenscherf,Scheggia di stella,Sternensplitter,星星碎片,星星碎片,Fragment d'étoile,Fragmento de estrella,Star Fragment
Item_Ore_L,Zonnanio,Zonaite,Sonium,조나니움,ゾナニウム,Зонар,Zonanium,Zonanio,Sonanium,左纳尼乌姆,左納尼烏姆,Sonium,Zonnanio,Zonaite
Item_Ore_M,Zonnanio grande,Large Zonaite,Sonium supérieur,커다란 조나니움,大きなゾナニウム,Большой зонар,Groot stuk zonanium,Zonanio grande,Großes Sonanium,大的左纳尼乌姆,大的左納尼烏姆,Sonium supérieur,Zonnanio grande,Large Zonaite
Item_PlantGet_A,Hierba de Hyrule,Hyrule Herb,Herbes d'Hyrule,하이랄초,ハイラル草,Хайрулея,Hyrule-kruid,Erba di Hyrule,Hyrule-Gras,海拉鲁草,海拉魯草,Herbes d'Hyrule,Hierba de Hyrule,Hyrule Herb
Item_PlantGet_B,Rábano lozano,Hearty Radish,Radis max,맥스순무,マックスラディッシュ,Чудо-редис,Hartradijs,Cuoranello,Maxi-Rübe,生命小萝卜,生命小蘿蔔,Radis max,Rábano vivaz,Hearty Radish
Item_PlantGet_C,Rábano lozano grande,Big Hearty Radish,Gros radis max,큰맥스순무,大マックスラディッシュ,Суперредис,Hartradijs XL,Cuoranello grande,Große Maxi-Rübe,生命大萝卜,生命大蘿蔔,Gros radis max,Rábano vivaz grande,Big Hearty Radish
Item_PlantGet_E,Escarchina,Cool Safflina,Herbes glagla,썰렁허브,ヒンヤリハーブ,Морозоцвет,IJskruid,Erba del gelo,Frostkraut,冰冷香草,冰冷香草,Herbes glagla,Hierba gélida,Cool Safflina
Item_PlantGet_F,Fosforina,Warm Safflina,Herbes piment,따끈따끈허브,ポカポカハーブ,Жароцвет,Vuurkruid,Erba del sole,Glutkraut,暖暖香草,暖暖香草,Herbes piment,Hierba ígnea,Warm Safflina
Item_PlantGet_G,Bulbo arpón,Mighty Thistle,Fleur lame,칼날초,ツルギソウ,Клинкоцвет,Strijdkruid,Spadacciofo,Schwertgras,大剑草,大劍草,Fleur lame,Bulbo recio,Mighty Thistle
Item_PlantGet_H,Bulbo del amparo,Armoranth,Fleur armo,갑옷초,ヨロイソウ,Латноцвет,Schutkruid,Carapacciofo,Rüstgras,铠甲草,鎧甲草,Fleur armo,Bulbo robusto,Armoranth
Item_PlantGet_I,Campana muda,Blue Nightshade,Fleur silencio,은밀초,しのび草,Скрытоцвет,Fluisterkruid,Silentella,Schleichglöckchen,潜行草,潛行草,Fleur silencio,Flor sigilosa,Blue Nightshade
Item_PlantGet_J,Princesa de la calma,Silent Princess,Princesse de la sérénité,고요한 공주,姫しずか,Принцесса тишины,Stille prinses,Principessa serena,Prinzessinnen-Enzian,宁静公主,寧靜公主,Princesse de la sérénité,Princesa de la calma,Silent Princess
Item_PlantGet_L,Electrina,Electric Safflina,Herbes volt,찌릿찌릿허브,ビリビリハーブ,Грозоцвет,Elektrokruid,Erba shock,Zitterkraut,酥麻香草,酥麻香草,Herbes volt,Hierba electro,Electric Safflina
Item_PlantGet_M,Zanahoria rauda,Swift Carrot,Carotte tempo,고고당근,ゴーゴーニンジン,Прыть-морковь,Sprintwortel,Carota sprint,Spurtkarotte,速速胡萝卜,速速胡蘿蔔,Carotte tempo,Zanahoria rauda,Swift Carrot
Item_PlantGet_O,Violeta saltarina,Swift Violet,Violettes tempo,고고제비꽃,ゴーゴースミレ,Прыть-фиалка,Snelheidsviooltje,Viola sprint,Spurtveilchen,速速紫罗兰,速速紫羅蘭,Violettes tempo,Violeta rauda,Swift Violet
Item_PlantGet_Q,Zanahoria briosa,Endura Carrot,Carotte vigueur,활력당근,ガッツニンジン,Жив-морковь,Boostwortel,Briocarota,Fitkarotte,毅力胡萝卜,毅力胡蘿蔔,Carotte vigueur,Zanahoria briosa,Endura Carrot
Item_PlantGet_R,Solirio,Sundelion,Fleur radieuse,해품이꽃,ヒダマリ草,Лучистый одуванчик,Zonbloem,Tarassaco del sole,Sonnenfleckchen,向阳草,向陽草,Fleur radieuse,Solirio,Sundelion
Item_PlantGet_S,Cebolla vigorina,Stambulb,Gousse enduro,원기초,ガンバリ草,Бодролук,Energielook,Pianta del vigore,Ausdauerknolle,精力草,精力草,Gousse enduro,Planta de vigor,Stambulb
Item_PlantGet_U,Palma kolog,Korok Frond,Feuille Korogu,코로그 잎새,コログの葉,Корокская вайя,Korok-blad,Foglia Korogu,Krog-Wedel,克洛格的叶子,克洛格的葉子,Feuille korogu,Palma kolog,Korok Frond
Item_Weapon_01,Hoja ancestral,Ancient Blade,Lame ancestrale,고대의 칼날,古代の刃,Древний клинок,Geavanceerde dolk,Cuspide ancestrale,Antiker Dolch,古代之刃,古代之刃,Lame ancestrale,Hoja ancestral,Ancient Blade
LightBall_Large,Gran semilla luminosa,Giant Brightbloom Seed,Graine lumos géante,거대한 조명꽃 씨앗,巨大なアカリバナの種,Чудо-семечко фонариса,Gigaglimbloemzaadje,Seme luminoso gigante,Riesenleuchtsamen,巨大光亮花的种子,巨大光亮花的種子,Graine lumos géante,Gran semilla luminosa,Giant Brightbloom Seed
LightBall_Small,Semilla luminosa,Brightbloom Seed,Graine lumos,조명꽃 씨앗,アカリバナの種,Семечко фонариса,Glimbloemzaadje,Seme luminoso,Leuchtsamen,光亮花的种子,光亮花的種子,Graine lumos,Semilla luminosa,Brightbloom Seed
LightFruit,Fruto resplandeciente,Dazzlefruit,Fruit de clarté,광휘의 열매,カガヤキの実,Искрамбола,Fonkelvrucht,Lucino,Funkelfrucht,闪耀果,閃耀果,Fruit de clarté,Fruto resplandeciente,Dazzlefruit
Obj_FireWoodBundle,Montón de leña,Wood,Fagot de bois,장작 묶음,薪の束,Дрова,Houtbundel,Fascio di legna,Holzbündel,木柴捆,木柴捆,Fagot de bois,Montón de leña,Wood
SmokeFruit,Hongo exhalador,Puffshroom,Champi fumigène,연기버섯,ケムリダケ,Споровик,Stuifzwam,Affumiceto,Qualmerling,烟雾蘑菇,煙霧蘑菇,Champi fumigène,Seta exhaladora,Puffshroom
WaterFruit,Fruto acuoso,Splash Fruit,Fruit d'eau,물 열매,水の実,Водофрукт,Watervrucht,Idrofrutto,Wasserfrucht,水之果,水之果,Fruit d'eau,Fruto acuoso,Splash Fruit

Item_Boiled_01,Huevo cocido,Hard-Boiled Egg,Œuf dur,삶은 알,ゆでタマゴ,Вареное яйцо,Gekookt ei,Uovo bollito,Gekochtes Ei,水煮蛋,水煮蛋,Œuf dur,Huevo cocido,Hard-Boiled Egg
Item_ChilledFish_01,Lubina helada,Frozen Bass,Perche congelée,냉동 배스,凍結バス,Мерзлый окунь,Bevroren baars,Aspio congelato,Gefrorener Barsch,冰冻鲈鱼,冰凍鱸魚,Perche congelée,Lubina helada,Frozen Bass
Item_ChilledFish_02,Salmón ardoroso helado,Frozen Hearty Salmon,Saumon max congelé,냉동 맥스연어,凍結マックスサーモン,Мерзлая чудо-семга,Bevroren hartenzalm,Salmone vivax congelato,Gefrorener Maxi-Lachs,冰冻生命鲑鱼,冰凍生命鮭魚,Saumon max congelé,Salmón vivaz helado,Frozen Hearty Salmon
Item_ChilledFish_03,Trucha helada,Frozen Trout,Truite congelée,냉동 송어,凍結マス,Мерзлая форель,Bevroren forel,Trota congelata,Gefrorene Forelle,冰冻鳟鱼,冰凍鱒魚,Truite congelée,Trucha helada,Frozen Trout
Item_ChilledFish_04,Carpa helada,Frozen Carp,Carpe congelée,냉동 잉어,凍結ゴイ,Мерзлый сазан,Bevroren karper,Carpa congelata,Gefrorener Karpfen,冰冻鲤鱼,冰凍鯉魚,Carpe congelée,Carpa helada,Frozen Carp
Item_ChilledFish_05,Besugo helado,Frozen Porgy,Daurade congelée,냉동 도미,凍結ダイ,Мерзлый пагр,Bevroren brasem,Orata congelata,Gefrorener Schnapper,冰冻鲷鱼,冰凍鯛魚,Daurade congelée,Dorada helada,Frozen Porgy
